"Year","Mode","Origin_Name","Destination_Name","OrigToDest","TotalTransported","Movement"
2016,"Road","ACT","Auburn","ACT:Auburn",10.00,"Intercapital"
2016,"Road","ACT","Blacktown","ACT:Blacktown",20.00,"Intercapital"
2016,"Road","ACT","Bringelly - Green Valley","ACT:Bringelly - Green Valley",20.00,"Intercapital"
2016,"Road","ACT","Camden","ACT:Camden",10.00,"Intercapital"
2016,"Road","ACT","Liverpool","ACT:Liverpool",20.00,"Intercapital"
2016,"Road","ACT","Merrylands - Guildford","ACT:Merrylands - Guildford",20.00,"Intercapital"
2016,"Road","ACT","Mount Druitt","ACT:Mount Druitt",30.00,"Intercapital"
2016,"Road","ACT","St Marys","ACT:St Marys",20.00,"Intercapital"
2016,"Road","ACT","VIC","ACT:VIC",14.00,"Intercapital"
2016,"Road","ACT","Wyong","ACT:Wyong",10.00,"Intercapital"
2016,"Road","Albury","Albury","Albury:Albury",150.00,"Intrastate"
2016,"Road","Albury","Armidale","Albury:Armidale",0.00,"Intrastate"
2016,"Road","Albury","Auburn","Albury:Auburn",0.00,"Intrastate"
2016,"Road","Albury","Blacktown","Albury:Blacktown",3.00,"Intrastate"
2016,"Road","Albury","Bourke - Cobar - Coonamble","Albury:Bourke - Cobar - Coonamble",0.00,"Intrastate"
2016,"Road","Albury","Bringelly - Green Valley","Albury:Bringelly - Green Valley",19.00,"Intrastate"
2016,"Road","Albury","Camden","Albury:Camden",2.00,"Intrastate"
2016,"Road","Albury","Dubbo","Albury:Dubbo",2.00,"Intrastate"
2016,"Road","Albury","Fairfield","Albury:Fairfield",0.00,"Intrastate"
2016,"Road","Albury","Gosford","Albury:Gosford",13.00,"Intrastate"
2016,"Road","Albury","Goulburn - Yass","Albury:Goulburn - Yass",12.00,"Intrastate"
2016,"Road","Albury","Griffith - Murrumbidgee (West)","Albury:Griffith - Murrumbidgee (West)",1.00,"Intrastate"
2016,"Road","Albury","Inverell - Tenterfield","Albury:Inverell - Tenterfield",1.00,"Intrastate"
2016,"Road","Albury","Kempsey - Nambucca","Albury:Kempsey - Nambucca",1.00,"Intrastate"
2016,"Road","Albury","Lachlan Valley","Albury:Lachlan Valley",1.00,"Intrastate"
2016,"Road","Albury","Lithgow - Mudgee","Albury:Lithgow - Mudgee",1.00,"Intrastate"
2016,"Road","Albury","Liverpool","Albury:Liverpool",3.00,"Intrastate"
2016,"Road","Albury","Lower Hunter","Albury:Lower Hunter",4.00,"Intrastate"
2016,"Road","Albury","Lower Murray","Albury:Lower Murray",3.00,"Intrastate"
2016,"Road","Albury","Maitland","Albury:Maitland",1.00,"Intrastate"
2016,"Road","Albury","Merrylands - Guildford","Albury:Merrylands - Guildford",1.00,"Intrastate"
2016,"Road","Albury","Moree - Narrabri","Albury:Moree - Narrabri",0.00,"Intrastate"
2016,"Road","Albury","Mount Druitt","Albury:Mount Druitt",7.00,"Intrastate"
2016,"Road","Albury","Orange","Albury:Orange",0.00,"Intrastate"
2016,"Road","Albury","Port Stephens","Albury:Port Stephens",1.00,"Intrastate"
2016,"Rail","Albury","QLD","Albury:QLD",43.00,"Port"
2016,"Road","Albury","Queanbeyan","Albury:Queanbeyan",0.00,"Intrastate"
2016,"Road","Albury","Richmond Valley - Hinterland","Albury:Richmond Valley - Hinterland",0.00,"Intrastate"
2016,"Road","Albury","Shoalhaven","Albury:Shoalhaven",1.00,"Intrastate"
2016,"Road","Albury","Snowy Mountains","Albury:Snowy Mountains",0.00,"Intrastate"
2016,"Road","Albury","South Coast","Albury:South Coast",1.00,"Intrastate"
2016,"Road","Albury","Southern Highlands","Albury:Southern Highlands",2.00,"Intrastate"
2016,"Road","Albury","St Marys","Albury:St Marys",285.00,"Intrastate"
2016,"Road","Albury","Sydney Inner City","Albury:Sydney Inner City",43.00,"Intrastate"
2016,"Road","Albury","Tamworth - Gunnedah","Albury:Tamworth - Gunnedah",4.00,"Intrastate"
2016,"Road","Albury","Taree - Gloucester","Albury:Taree - Gloucester",0.00,"Intrastate"
2016,"Road","Albury","Upper Hunter","Albury:Upper Hunter",1.00,"Intrastate"
2016,"Road","Albury","Upper Murray exc. Albury","Albury:Upper Murray exc. Albury",3.00,"Intrastate"
2016,"Road","Albury","VIC","Albury:VIC",43.00,"Interstate"
2016,"Road","Albury","VIC","Albury:VIC",7.00,"Port"
2016,"Rail","Albury","Wagga Wagga","Albury:Wagga Wagga",93.00,"Intrastate"
2016,"Road","Albury","Wagga Wagga","Albury:Wagga Wagga",51.00,"Intrastate"
2016,"Road","Albury","Wyong","Albury:Wyong",1.00,"Intrastate"
2016,"Road","Armidale","Albury","Armidale:Albury",0.00,"Intrastate"
2016,"Road","Armidale","Armidale","Armidale:Armidale",59.00,"Intrastate"
2016,"Road","Armidale","Auburn","Armidale:Auburn",0.00,"Intrastate"
2016,"Road","Armidale","Blacktown","Armidale:Blacktown",0.00,"Intrastate"
2016,"Road","Armidale","Bourke - Cobar - Coonamble","Armidale:Bourke - Cobar - Coonamble",2.00,"Intrastate"
2016,"Road","Armidale","Camden","Armidale:Camden",0.00,"Intrastate"
2016,"Road","Armidale","Clarence Valley","Armidale:Clarence Valley",1.00,"Intrastate"
2016,"Road","Armidale","Dubbo","Armidale:Dubbo",6.00,"Intrastate"
2016,"Road","Armidale","Goulburn - Yass","Armidale:Goulburn - Yass",0.00,"Intrastate"
2016,"Road","Armidale","Inverell - Tenterfield","Armidale:Inverell - Tenterfield",31.00,"Intrastate"
2016,"Road","Armidale","Kempsey - Nambucca","Armidale:Kempsey - Nambucca",5.00,"Intrastate"
2016,"Road","Armidale","Lachlan Valley","Armidale:Lachlan Valley",0.00,"Intrastate"
2016,"Road","Armidale","Lithgow - Mudgee","Armidale:Lithgow - Mudgee",1.00,"Intrastate"
2016,"Road","Armidale","Liverpool","Armidale:Liverpool",0.00,"Intrastate"
2016,"Road","Armidale","Lower Murray","Armidale:Lower Murray",0.00,"Intrastate"
2016,"Road","Armidale","Maitland","Armidale:Maitland",0.00,"Intrastate"
2016,"Road","Armidale","Merrylands - Guildford","Armidale:Merrylands - Guildford",0.00,"Intrastate"
2016,"Road","Armidale","Moree - Narrabri","Armidale:Moree - Narrabri",2.00,"Intrastate"
2016,"Road","Armidale","Mount Druitt","Armidale:Mount Druitt",0.00,"Intrastate"
2016,"Road","Armidale","Newcastle","Armidale:Newcastle",517.00,"Intrastate"
2016,"Road","Armidale","Orange","Armidale:Orange",0.00,"Intrastate"
2016,"Road","Armidale","Queanbeyan","Armidale:Queanbeyan",0.00,"Intrastate"
2016,"Road","Armidale","Richmond Valley - Hinterland","Armidale:Richmond Valley - Hinterland",50.00,"Intrastate"
2016,"Road","Armidale","Southern Highlands","Armidale:Southern Highlands",0.00,"Intrastate"
2016,"Road","Armidale","St Marys","Armidale:St Marys",0.00,"Intrastate"
2016,"Road","Armidale","Tamworth - Gunnedah","Armidale:Tamworth - Gunnedah",33.00,"Intrastate"
2016,"Road","Armidale","Taree - Gloucester","Armidale:Taree - Gloucester",10.00,"Intrastate"
2016,"Road","Armidale","Upper Hunter","Armidale:Upper Hunter",11.00,"Intrastate"
2016,"Road","Armidale","Upper Murray exc. Albury","Armidale:Upper Murray exc. Albury",0.00,"Intrastate"
2016,"Road","Armidale","Wagga Wagga","Armidale:Wagga Wagga",0.00,"Intrastate"
2016,"Road","Armidale","Wyong","Armidale:Wyong",0.00,"Intrastate"
2016,"Road","Auburn","ACT","Auburn:ACT",60.00,"Intercapital"
2016,"Road","Auburn","Albury","Auburn:Albury",0.00,"Intrastate"
2016,"Road","Auburn","Auburn","Auburn:Auburn",1193.00,"Intrastate"
2016,"Road","Auburn","Bankstown","Auburn:Bankstown",260.00,"Intrastate"
2016,"Road","Auburn","Bankstown","Auburn:Bankstown",16.00,"Intrastate(IMT)"
2016,"Road","Auburn","Baulkham Hills","Auburn:Baulkham Hills",103.00,"Intrastate"
2016,"Road","Auburn","Blacktown","Auburn:Blacktown",105.00,"Intrastate"
2016,"Road","Auburn","Blacktown - North","Auburn:Blacktown - North",40.00,"Intrastate"
2016,"Road","Auburn","Blue Mountains","Auburn:Blue Mountains",3.00,"Intrastate"
2016,"Road","Auburn","Botany","Auburn:Botany",123.00,"Intrastate"
2016,"Road","Auburn","Botany","Auburn:Botany",130.00,"PortBotany"
2016,"Road","Auburn","Bringelly - Green Valley","Auburn:Bringelly - Green Valley",34.00,"Intrastate"
2016,"Road","Auburn","Camden","Auburn:Camden",5.00,"Intrastate"
2016,"Road","Auburn","Campbelltown (NSW)","Auburn:Campbelltown (NSW)",23.00,"Intrastate"
2016,"Road","Auburn","Canada Bay","Auburn:Canada Bay",76.00,"Intrastate"
2016,"Road","Auburn","Canterbury","Auburn:Canterbury",74.00,"Intrastate"
2016,"Road","Auburn","Carlingford","Auburn:Carlingford",129.00,"Intrastate"
2016,"Road","Auburn","Chatswood - Lane Cove","Auburn:Chatswood - Lane Cove",82.00,"Intrastate"
2016,"Road","Auburn","Cronulla - Miranda - Caringbah","Auburn:Cronulla - Miranda - Caringbah",14.00,"Intrastate"
2016,"Road","Auburn","Dapto - Port Kembla","Auburn:Dapto - Port Kembla",56.00,"Intrastate"
2016,"Road","Auburn","Dural - Wisemans Ferry","Auburn:Dural - Wisemans Ferry",4.00,"Intrastate"
2016,"Road","Auburn","Eastern Suburbs - North","Auburn:Eastern Suburbs - North",24.00,"Intrastate"
2016,"Road","Auburn","Eastern Suburbs - South","Auburn:Eastern Suburbs - South",11.00,"Intrastate"
2016,"Road","Auburn","Fairfield","Auburn:Fairfield",139.00,"Intrastate"
2016,"Road","Auburn","Gosford","Auburn:Gosford",9.00,"Intrastate"
2016,"Rail","Auburn","Goulburn - Yass","Auburn:Goulburn - Yass",521.00,"Intrastate"
2016,"Road","Auburn","Goulburn - Yass","Auburn:Goulburn - Yass",0.00,"Intrastate"
2016,"Road","Auburn","Hawkesbury","Auburn:Hawkesbury",0.00,"Intrastate"
2016,"Road","Auburn","Hornsby","Auburn:Hornsby",32.00,"Intrastate"
2016,"Road","Auburn","Hurstville","Auburn:Hurstville",51.00,"Intrastate"
2016,"Road","Auburn","Kiama - Shellharbour","Auburn:Kiama - Shellharbour",2.00,"Intrastate"
2016,"Road","Auburn","Kogarah - Rockdale","Auburn:Kogarah - Rockdale",53.00,"Intrastate"
2016,"Road","Auburn","Ku-ring-gai","Auburn:Ku-ring-gai",43.00,"Intrastate"
2016,"Road","Auburn","Leichhardt","Auburn:Leichhardt",25.00,"Intrastate"
2016,"Road","Auburn","Liverpool","Auburn:Liverpool",121.00,"Intrastate"
2016,"Road","Auburn","Lower Hunter","Auburn:Lower Hunter",2.00,"Intrastate"
2016,"Road","Auburn","Maitland","Auburn:Maitland",1.00,"Intrastate"
2016,"Road","Auburn","Manly","Auburn:Manly",2.00,"Intrastate"
2016,"Road","Auburn","Marrickville - Sydenham - Petersham","Auburn:Marrickville - Sydenham - Petersham",31.00,"Intrastate"
2016,"Road","Auburn","Merrylands - Guildford","Auburn:Merrylands - Guildford",327.00,"Intrastate"
2016,"Road","Auburn","Mount Druitt","Auburn:Mount Druitt",226.00,"Intrastate"
2016,"Road","Auburn","Newcastle","Auburn:Newcastle",18.00,"Intrastate"
2016,"Road","Auburn","North Sydney - Mosman","Auburn:North Sydney - Mosman",18.00,"Intrastate"
2016,"Road","Auburn","Parramatta","Auburn:Parramatta",53.00,"Intrastate"
2016,"Road","Auburn","Pennant Hills - Epping","Auburn:Pennant Hills - Epping",17.00,"Intrastate"
2016,"Road","Auburn","Penrith","Auburn:Penrith",109.00,"Intrastate"
2016,"Road","Auburn","Pittwater","Auburn:Pittwater",6.00,"Intrastate"
2016,"Road","Auburn","QLD","Auburn:QLD",240.00,"Intercapital"
2016,"Road","Auburn","Richmond - Windsor","Auburn:Richmond - Windsor",3.00,"Intrastate"
2016,"Road","Auburn","Rouse Hill - McGraths Hill","Auburn:Rouse Hill - McGraths Hill",9.00,"Intrastate"
2016,"Road","Auburn","Ryde - Hunters Hill","Auburn:Ryde - Hunters Hill",170.00,"Intrastate"
2016,"Road","Auburn","SA","Auburn:SA",59.00,"Intercapital"
2016,"Road","Auburn","Shoalhaven","Auburn:Shoalhaven",2.00,"Intrastate"
2016,"Road","Auburn","Southern Highlands","Auburn:Southern Highlands",1.00,"Intrastate"
2016,"Road","Auburn","St Marys","Auburn:St Marys",31.00,"Intrastate"
2016,"Road","Auburn","Strathfield - Burwood - Ashfield","Auburn:Strathfield - Burwood - Ashfield",200.00,"Intrastate"
2016,"Road","Auburn","Strathfield - Burwood - Ashfield","Auburn:Strathfield - Burwood - Ashfield",6.00,"Intrastate(IMT)"
2016,"Road","Auburn","Sutherland - Menai - Heathcote","Auburn:Sutherland - Menai - Heathcote",17.00,"Intrastate"
2016,"Road","Auburn","Sydney Inner City","Auburn:Sydney Inner City",188.00,"Intrastate"
2016,"Road","Auburn","Upper Hunter","Auburn:Upper Hunter",65.00,"Intrastate"
2016,"Road","Auburn","VIC","Auburn:VIC",280.00,"Intercapital"
2016,"Road","Auburn","WA","Auburn:WA",17.00,"Intercapital"
2016,"Road","Auburn","Warringah","Auburn:Warringah",20.00,"Intrastate"
2016,"Road","Auburn","Wollondilly","Auburn:Wollondilly",2.00,"Intrastate"
2016,"Road","Auburn","Wollongong","Auburn:Wollongong",7.00,"Intrastate"
2016,"Road","Auburn","Wyong","Auburn:Wyong",9.00,"Intrastate"
2016,"Road","Bankstown","ACT","Bankstown:ACT",7.00,"Intercapital"
2016,"Road","Bankstown","Auburn","Bankstown:Auburn",355.00,"Intrastate"
2016,"Road","Bankstown","Auburn","Bankstown:Auburn",20.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Bankstown","Bankstown:Bankstown",2248.00,"Intrastate"
2016,"Road","Bankstown","Bankstown","Bankstown:Bankstown",65.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Baulkham Hills","Bankstown:Baulkham Hills",72.00,"Intrastate"
2016,"Road","Bankstown","Baulkham Hills","Bankstown:Baulkham Hills",7.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Blacktown","Bankstown:Blacktown",81.00,"Intrastate"
2016,"Road","Bankstown","Blacktown","Bankstown:Blacktown",20.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Blacktown - North","Bankstown:Blacktown - North",3.00,"Intrastate"
2016,"Road","Bankstown","Blue Mountains","Bankstown:Blue Mountains",13.00,"Intrastate"
2016,"Road","Bankstown","Botany","Bankstown:Botany",374.00,"Intrastate"
2016,"Road","Bankstown","Botany","Bankstown:Botany",82.00,"PortBotany"
2016,"Road","Bankstown","Bringelly - Green Valley","Bankstown:Bringelly - Green Valley",147.00,"Intrastate"
2016,"Road","Bankstown","Bringelly - Green Valley","Bankstown:Bringelly - Green Valley",1.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Camden","Bankstown:Camden",21.00,"Intrastate"
2016,"Road","Bankstown","Campbelltown (NSW)","Bankstown:Campbelltown (NSW)",70.00,"Intrastate"
2016,"Road","Bankstown","Campbelltown (NSW)","Bankstown:Campbelltown (NSW)",23.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Canada Bay","Bankstown:Canada Bay",49.00,"Intrastate"
2016,"Road","Bankstown","Canterbury","Bankstown:Canterbury",124.00,"Intrastate"
2016,"Road","Bankstown","Carlingford","Bankstown:Carlingford",68.00,"Intrastate"
2016,"Road","Bankstown","Chatswood - Lane Cove","Bankstown:Chatswood - Lane Cove",65.00,"Intrastate"
2016,"Road","Bankstown","Chatswood - Lane Cove","Bankstown:Chatswood - Lane Cove",9.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Cronulla - Miranda - Caringbah","Bankstown:Cronulla - Miranda - Caringbah",39.00,"Intrastate"
2016,"Road","Bankstown","Dapto - Port Kembla","Bankstown:Dapto - Port Kembla",162.00,"Intrastate"
2016,"Road","Bankstown","Dural - Wisemans Ferry","Bankstown:Dural - Wisemans Ferry",3.00,"Intrastate"
2016,"Road","Bankstown","Eastern Suburbs - North","Bankstown:Eastern Suburbs - North",31.00,"Intrastate"
2016,"Road","Bankstown","Eastern Suburbs - South","Bankstown:Eastern Suburbs - South",29.00,"Intrastate"
2016,"Road","Bankstown","Fairfield","Bankstown:Fairfield",179.00,"Intrastate"
2016,"Road","Bankstown","Fairfield","Bankstown:Fairfield",38.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Gosford","Bankstown:Gosford",4.00,"Intrastate"
2016,"Road","Bankstown","Great Lakes","Bankstown:Great Lakes",0.00,"Intrastate"
2016,"Road","Bankstown","Hawkesbury","Bankstown:Hawkesbury",0.00,"Intrastate"
2016,"Road","Bankstown","Hornsby","Bankstown:Hornsby",166.00,"Intrastate"
2016,"Road","Bankstown","Hurstville","Bankstown:Hurstville",54.00,"Intrastate"
2016,"Road","Bankstown","Kiama - Shellharbour","Bankstown:Kiama - Shellharbour",0.00,"Intrastate"
2016,"Road","Bankstown","Kogarah - Rockdale","Bankstown:Kogarah - Rockdale",45.00,"Intrastate"
2016,"Road","Bankstown","Ku-ring-gai","Bankstown:Ku-ring-gai",20.00,"Intrastate"
2016,"Road","Bankstown","Lake Macquarie - East","Bankstown:Lake Macquarie - East",0.00,"Intrastate"
2016,"Road","Bankstown","Lake Macquarie - West","Bankstown:Lake Macquarie - West",0.00,"Intrastate"
2016,"Road","Bankstown","Leichhardt","Bankstown:Leichhardt",21.00,"Intrastate"
2016,"Road","Bankstown","Liverpool","Bankstown:Liverpool",392.00,"Intrastate"
2016,"Road","Bankstown","Liverpool","Bankstown:Liverpool",23.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Lower Hunter","Bankstown:Lower Hunter",0.00,"Intrastate"
2016,"Road","Bankstown","Maitland","Bankstown:Maitland",0.00,"Intrastate"
2016,"Road","Bankstown","Manly","Bankstown:Manly",2.00,"Intrastate"
2016,"Road","Bankstown","Marrickville - Sydenham - Petersham","Bankstown:Marrickville - Sydenham - Petersham",34.00,"Intrastate"
2016,"Road","Bankstown","Merrylands - Guildford","Bankstown:Merrylands - Guildford",291.00,"Intrastate"
2016,"Road","Bankstown","Merrylands - Guildford","Bankstown:Merrylands - Guildford",28.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Mount Druitt","Bankstown:Mount Druitt",98.00,"Intrastate"
2016,"Road","Bankstown","Mount Druitt","Bankstown:Mount Druitt",16.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Newcastle","Bankstown:Newcastle",31.00,"Intrastate"
2016,"Road","Bankstown","North Sydney - Mosman","Bankstown:North Sydney - Mosman",23.00,"Intrastate"
2016,"Road","Bankstown","Parramatta","Bankstown:Parramatta",40.00,"Intrastate"
2016,"Road","Bankstown","Parramatta","Bankstown:Parramatta",20.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Pennant Hills - Epping","Bankstown:Pennant Hills - Epping",31.00,"Intrastate"
2016,"Road","Bankstown","Penrith","Bankstown:Penrith",26.00,"Intrastate"
2016,"Road","Bankstown","Penrith","Bankstown:Penrith",11.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Pittwater","Bankstown:Pittwater",3.00,"Intrastate"
2016,"Road","Bankstown","Port Stephens","Bankstown:Port Stephens",0.00,"Intrastate"
2016,"Rail","Bankstown","QLD","Bankstown:QLD",109.00,"Intercapital"
2016,"Road","Bankstown","QLD","Bankstown:QLD",167.00,"Intercapital"
2016,"Road","Bankstown","Richmond - Windsor","Bankstown:Richmond - Windsor",3.00,"Intrastate"
2016,"Road","Bankstown","Rouse Hill - McGraths Hill","Bankstown:Rouse Hill - McGraths Hill",11.00,"Intrastate"
2016,"Road","Bankstown","Ryde - Hunters Hill","Bankstown:Ryde - Hunters Hill",167.00,"Intrastate"
2016,"Rail","Bankstown","SA","Bankstown:SA",5.00,"Intercapital"
2016,"Road","Bankstown","SA","Bankstown:SA",38.00,"Intercapital"
2016,"Road","Bankstown","Shoalhaven","Bankstown:Shoalhaven",0.00,"Intrastate"
2016,"Road","Bankstown","Southern Highlands","Bankstown:Southern Highlands",0.00,"Intrastate"
2016,"Road","Bankstown","St Marys","Bankstown:St Marys",40.00,"Intrastate"
2016,"Road","Bankstown","St Marys","Bankstown:St Marys",10.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Strathfield - Burwood - Ashfield","Bankstown:Strathfield - Burwood - Ashfield",211.00,"Intrastate"
2016,"Road","Bankstown","Strathfield - Burwood - Ashfield","Bankstown:Strathfield - Burwood - Ashfield",11.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Sutherland - Menai - Heathcote","Bankstown:Sutherland - Menai - Heathcote",52.00,"Intrastate"
2016,"Road","Bankstown","Sydney Inner City","Bankstown:Sydney Inner City",106.00,"Intrastate"
2016,"Road","Bankstown","Sydney Inner City","Bankstown:Sydney Inner City",11.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Upper Hunter","Bankstown:Upper Hunter",91.00,"Intrastate"
2016,"Rail","Bankstown","VIC","Bankstown:VIC",322.00,"Intercapital"
2016,"Road","Bankstown","VIC","Bankstown:VIC",167.00,"Intercapital"
2016,"Rail","Bankstown","WA","Bankstown:WA",313.00,"Intercapital"
2016,"Road","Bankstown","WA","Bankstown:WA",7.00,"Intercapital"
2016,"Road","Bankstown","Warringah","Bankstown:Warringah",24.00,"Intrastate"
2016,"Road","Bankstown","Warringah","Bankstown:Warringah",7.00,"Intrastate(IMT)"
2016,"Road","Bankstown","Wollondilly","Bankstown:Wollondilly",2.00,"Intrastate"
2016,"Road","Bankstown","Wollongong","Bankstown:Wollongong",10.00,"Intrastate"
2016,"Road","Bankstown","Wyong","Bankstown:Wyong",10.00,"Intrastate"
2016,"Road","Bathurst","Armidale","Bathurst:Armidale",0.00,"Intrastate"
2016,"Road","Bathurst","Auburn","Bathurst:Auburn",38.00,"Intrastate"
2016,"Road","Bathurst","Bankstown","Bathurst:Bankstown",32.00,"Intrastate"
2016,"Road","Bathurst","Bathurst","Bathurst:Bathurst",1156.00,"Intrastate"
2016,"Road","Bathurst","Baulkham Hills","Bathurst:Baulkham Hills",9.00,"Intrastate"
2016,"Road","Bathurst","Blacktown","Bathurst:Blacktown",33.00,"Intrastate"
2016,"Road","Bathurst","Blacktown - North","Bathurst:Blacktown - North",14.00,"Intrastate"
2016,"Road","Bathurst","Blue Mountains","Bathurst:Blue Mountains",11.00,"Intrastate"
2016,"Road","Bathurst","Blue Mountains - South","Bathurst:Blue Mountains - South",0.00,"Intrastate"
2016,"Road","Bathurst","Botany","Bathurst:Botany",5.00,"Intrastate"
2016,"Rail","Bathurst","Botany","Bathurst:Botany",133.00,"Port"
2016,"Road","Bathurst","Botany","Bathurst:Botany",8.00,"PortBotany"
2016,"Road","Bathurst","Bourke - Cobar - Coonamble","Bathurst:Bourke - Cobar - Coonamble",0.00,"Intrastate"
2016,"Road","Bathurst","Bringelly - Green Valley","Bathurst:Bringelly - Green Valley",8.00,"Intrastate"
2016,"Road","Bathurst","Camden","Bathurst:Camden",30.00,"Intrastate"
2016,"Road","Bathurst","Campbelltown (NSW)","Bathurst:Campbelltown (NSW)",25.00,"Intrastate"
2016,"Road","Bathurst","Canada Bay","Bathurst:Canada Bay",6.00,"Intrastate"
2016,"Road","Bathurst","Canterbury","Bathurst:Canterbury",7.00,"Intrastate"
2016,"Road","Bathurst","Carlingford","Bathurst:Carlingford",3.00,"Intrastate"
2016,"Road","Bathurst","Chatswood - Lane Cove","Bathurst:Chatswood - Lane Cove",5.00,"Intrastate"
2016,"Road","Bathurst","Cronulla - Miranda - Caringbah","Bathurst:Cronulla - Miranda - Caringbah",9.00,"Intrastate"
2016,"Road","Bathurst","Dapto - Port Kembla","Bathurst:Dapto - Port Kembla",5.00,"Intrastate"
2016,"Road","Bathurst","Dubbo","Bathurst:Dubbo",1.00,"Intrastate"
2016,"Road","Bathurst","Dural - Wisemans Ferry","Bathurst:Dural - Wisemans Ferry",1.00,"Intrastate"
2016,"Road","Bathurst","Eastern Suburbs - North","Bathurst:Eastern Suburbs - North",2.00,"Intrastate"
2016,"Road","Bathurst","Eastern Suburbs - South","Bathurst:Eastern Suburbs - South",4.00,"Intrastate"
2016,"Road","Bathurst","Fairfield","Bathurst:Fairfield",8.00,"Intrastate"
2016,"Road","Bathurst","Gosford","Bathurst:Gosford",4.00,"Intrastate"
2016,"Road","Bathurst","Goulburn - Yass","Bathurst:Goulburn - Yass",0.00,"Intrastate"
2016,"Road","Bathurst","Great Lakes","Bathurst:Great Lakes",0.00,"Intrastate"
2016,"Road","Bathurst","Griffith - Murrumbidgee (West)","Bathurst:Griffith - Murrumbidgee (West)",0.00,"Intrastate"
2016,"Road","Bathurst","Hawkesbury","Bathurst:Hawkesbury",1.00,"Intrastate"
2016,"Road","Bathurst","Hornsby","Bathurst:Hornsby",2.00,"Intrastate"
2016,"Road","Bathurst","Hurstville","Bathurst:Hurstville",6.00,"Intrastate"
2016,"Road","Bathurst","Inverell - Tenterfield","Bathurst:Inverell - Tenterfield",0.00,"Intrastate"
2016,"Road","Bathurst","Kempsey - Nambucca","Bathurst:Kempsey - Nambucca",0.00,"Intrastate"
2016,"Road","Bathurst","Kiama - Shellharbour","Bathurst:Kiama - Shellharbour",4.00,"Intrastate"
2016,"Road","Bathurst","Kogarah - Rockdale","Bathurst:Kogarah - Rockdale",10.00,"Intrastate"
2016,"Road","Bathurst","Ku-ring-gai","Bathurst:Ku-ring-gai",4.00,"Intrastate"
2016,"Road","Bathurst","Lachlan Valley","Bathurst:Lachlan Valley",34.00,"Intrastate"
2016,"Road","Bathurst","Lake Macquarie - East","Bathurst:Lake Macquarie - East",2.00,"Intrastate"
2016,"Road","Bathurst","Lake Macquarie - West","Bathurst:Lake Macquarie - West",1.00,"Intrastate"
2016,"Road","Bathurst","Leichhardt","Bathurst:Leichhardt",1.00,"Intrastate"
2016,"Road","Bathurst","Lithgow - Mudgee","Bathurst:Lithgow - Mudgee",140.00,"Intrastate"
2016,"Road","Bathurst","Liverpool","Bathurst:Liverpool",6.00,"Intrastate"
2016,"Road","Bathurst","Lower Hunter","Bathurst:Lower Hunter",3.00,"Intrastate"
2016,"Road","Bathurst","Maitland","Bathurst:Maitland",4.00,"Intrastate"
2016,"Road","Bathurst","Manly","Bathurst:Manly",1.00,"Intrastate"
2016,"Road","Bathurst","Marrickville - Sydenham - Petersham","Bathurst:Marrickville - Sydenham - Petersham",13.00,"Intrastate"
2016,"Road","Bathurst","Merrylands - Guildford","Bathurst:Merrylands - Guildford",14.00,"Intrastate"
2016,"Road","Bathurst","Moree - Narrabri","Bathurst:Moree - Narrabri",0.00,"Intrastate"
2016,"Road","Bathurst","Mount Druitt","Bathurst:Mount Druitt",17.00,"Intrastate"
2016,"Road","Bathurst","Newcastle","Bathurst:Newcastle",5.00,"Intrastate"
2016,"Road","Bathurst","North Sydney - Mosman","Bathurst:North Sydney - Mosman",1.00,"Intrastate"
2016,"Road","Bathurst","Orange","Bathurst:Orange",1.00,"Intrastate"
2016,"Road","Bathurst","Parramatta","Bathurst:Parramatta",16.00,"Intrastate"
2016,"Road","Bathurst","Pennant Hills - Epping","Bathurst:Pennant Hills - Epping",1.00,"Intrastate"
2016,"Road","Bathurst","Penrith","Bathurst:Penrith",20.00,"Intrastate"
2016,"Road","Bathurst","Pittwater","Bathurst:Pittwater",2.00,"Intrastate"
2016,"Road","Bathurst","Port Stephens","Bathurst:Port Stephens",4.00,"Intrastate"
2016,"Road","Bathurst","Richmond - Windsor","Bathurst:Richmond - Windsor",8.00,"Intrastate"
2016,"Road","Bathurst","Richmond Valley - Hinterland","Bathurst:Richmond Valley - Hinterland",0.00,"Intrastate"
2016,"Road","Bathurst","Rouse Hill - McGraths Hill","Bathurst:Rouse Hill - McGraths Hill",1.00,"Intrastate"
