"Year","Mode","Origin_Name","Destination_Name","OrigToDest","TotalTransported","Movement"
2016,"Road","Dapto - Port Kembla","North Sydney - Mosman","Dapto - Port Kembla:North Sydney - Mosman",90.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","North Sydney - Mosman","Dapto - Port Kembla:North Sydney - Mosman",9.00,"Port"
2016,"Road","Dapto - Port Kembla","Orange","Dapto - Port Kembla:Orange",7.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Orange","Dapto - Port Kembla:Orange",5.00,"Port"
2016,"Road","Dapto - Port Kembla","Parramatta","Dapto - Port Kembla:Parramatta",139.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Parramatta","Dapto - Port Kembla:Parramatta",12.00,"Port"
2016,"Road","Dapto - Port Kembla","Pennant Hills - Epping","Dapto - Port Kembla:Pennant Hills - Epping",12.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Pennant Hills - Epping","Dapto - Port Kembla:Pennant Hills - Epping",4.00,"Port"
2016,"Road","Dapto - Port Kembla","Penrith","Dapto - Port Kembla:Penrith",94.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Penrith","Dapto - Port Kembla:Penrith",12.00,"Port"
2016,"Road","Dapto - Port Kembla","Pittwater","Dapto - Port Kembla:Pittwater",34.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Pittwater","Dapto - Port Kembla:Pittwater",5.00,"Port"
2016,"Road","Dapto - Port Kembla","Port Macquarie","Dapto - Port Kembla:Port Macquarie",9.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Port Macquarie","Dapto - Port Kembla:Port Macquarie",7.00,"Port"
2016,"Road","Dapto - Port Kembla","Port Stephens","Dapto - Port Kembla:Port Stephens",25.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Port Stephens","Dapto - Port Kembla:Port Stephens",7.00,"Port"
2016,"Rail","Dapto - Port Kembla","QLD","Dapto - Port Kembla:QLD",390.00,"Interstate"
2016,"Road","Dapto - Port Kembla","QLD","Dapto - Port Kembla:QLD",53.00,"Interstate"
2016,"Road","Dapto - Port Kembla","Queanbeyan","Dapto - Port Kembla:Queanbeyan",7.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Queanbeyan","Dapto - Port Kembla:Queanbeyan",5.00,"Port"
2016,"Road","Dapto - Port Kembla","Richmond - Windsor","Dapto - Port Kembla:Richmond - Windsor",39.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Richmond - Windsor","Dapto - Port Kembla:Richmond - Windsor",3.00,"Port"
2016,"Road","Dapto - Port Kembla","Richmond Valley - Coastal","Dapto - Port Kembla:Richmond Valley - Coastal",9.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Richmond Valley - Coastal","Dapto - Port Kembla:Richmond Valley - Coastal",7.00,"Port"
2016,"Road","Dapto - Port Kembla","Richmond Valley - Hinterland","Dapto - Port Kembla:Richmond Valley - Hinterland",9.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Richmond Valley - Hinterland","Dapto - Port Kembla:Richmond Valley - Hinterland",6.00,"Port"
2016,"Road","Dapto - Port Kembla","Rouse Hill - McGraths Hill","Dapto - Port Kembla:Rouse Hill - McGraths Hill",22.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Rouse Hill - McGraths Hill","Dapto - Port Kembla:Rouse Hill - McGraths Hill",3.00,"Port"
2016,"Road","Dapto - Port Kembla","Ryde - Hunters Hill","Dapto - Port Kembla:Ryde - Hunters Hill",132.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Ryde - Hunters Hill","Dapto - Port Kembla:Ryde - Hunters Hill",12.00,"Port"
2016,"Rail","Dapto - Port Kembla","SA","Dapto - Port Kembla:SA",65.00,"Interstate"
2016,"Road","Dapto - Port Kembla","Shoalhaven","Dapto - Port Kembla:Shoalhaven",451.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Shoalhaven","Dapto - Port Kembla:Shoalhaven",8.00,"Port"
2016,"Road","Dapto - Port Kembla","Snowy Mountains","Dapto - Port Kembla:Snowy Mountains",2.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Snowy Mountains","Dapto - Port Kembla:Snowy Mountains",2.00,"Port"
2016,"Road","Dapto - Port Kembla","South Coast","Dapto - Port Kembla:South Coast",8.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","South Coast","Dapto - Port Kembla:South Coast",6.00,"Port"
2016,"Road","Dapto - Port Kembla","Southern Highlands","Dapto - Port Kembla:Southern Highlands",304.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Southern Highlands","Dapto - Port Kembla:Southern Highlands",4.00,"Port"
2016,"Road","Dapto - Port Kembla","St Marys","Dapto - Port Kembla:St Marys",35.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","St Marys","Dapto - Port Kembla:St Marys",5.00,"Port"
2016,"Road","Dapto - Port Kembla","Strathfield - Burwood - Ashfield","Dapto - Port Kembla:Strathfield - Burwood - Ashfield",99.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Strathfield - Burwood - Ashfield","Dapto - Port Kembla:Strathfield - Burwood - Ashfield",13.00,"Port"
2016,"Road","Dapto - Port Kembla","Sutherland - Menai - Heathcote","Dapto - Port Kembla:Sutherland - Menai - Heathcote",97.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Sutherland - Menai - Heathcote","Dapto - Port Kembla:Sutherland - Menai - Heathcote",10.00,"Port"
2016,"Road","Dapto - Port Kembla","Sydney Inner City","Dapto - Port Kembla:Sydney Inner City",477.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Sydney Inner City","Dapto - Port Kembla:Sydney Inner City",19.00,"Port"
2016,"Road","Dapto - Port Kembla","Tamworth - Gunnedah","Dapto - Port Kembla:Tamworth - Gunnedah",10.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Tamworth - Gunnedah","Dapto - Port Kembla:Tamworth - Gunnedah",7.00,"Port"
2016,"Road","Dapto - Port Kembla","Taree - Gloucester","Dapto - Port Kembla:Taree - Gloucester",6.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Taree - Gloucester","Dapto - Port Kembla:Taree - Gloucester",5.00,"Port"
2016,"Road","Dapto - Port Kembla","Tumut - Tumbarumba","Dapto - Port Kembla:Tumut - Tumbarumba",1.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Tumut - Tumbarumba","Dapto - Port Kembla:Tumut - Tumbarumba",1.00,"Port"
2016,"Road","Dapto - Port Kembla","Tweed Valley","Dapto - Port Kembla:Tweed Valley",13.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Tweed Valley","Dapto - Port Kembla:Tweed Valley",8.00,"Port"
2016,"Road","Dapto - Port Kembla","Upper Hunter","Dapto - Port Kembla:Upper Hunter",337.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Upper Hunter","Dapto - Port Kembla:Upper Hunter",3.00,"Port"
2016,"Road","Dapto - Port Kembla","Upper Murray exc. Albury","Dapto - Port Kembla:Upper Murray exc. Albury",5.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Upper Murray exc. Albury","Dapto - Port Kembla:Upper Murray exc. Albury",4.00,"Port"
2016,"Rail","Dapto - Port Kembla","VIC","Dapto - Port Kembla:VIC",650.00,"Interstate"
2016,"Road","Dapto - Port Kembla","VIC","Dapto - Port Kembla:VIC",79.00,"Interstate"
2016,"Rail","Dapto - Port Kembla","WA","Dapto - Port Kembla:WA",195.00,"Interstate"
2016,"Road","Dapto - Port Kembla","Wagga Wagga","Dapto - Port Kembla:Wagga Wagga",11.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Wagga Wagga","Dapto - Port Kembla:Wagga Wagga",8.00,"Port"
2016,"Road","Dapto - Port Kembla","Warringah","Dapto - Port Kembla:Warringah",104.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Warringah","Dapto - Port Kembla:Warringah",13.00,"Port"
2016,"Road","Dapto - Port Kembla","Wollondilly","Dapto - Port Kembla:Wollondilly",165.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Wollondilly","Dapto - Port Kembla:Wollondilly",4.00,"Port"
2016,"Road","Dapto - Port Kembla","Wollongong","Dapto - Port Kembla:Wollongong",1010.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Wollongong","Dapto - Port Kembla:Wollongong",11.00,"Port"
2016,"Road","Dapto - Port Kembla","Wyong","Dapto - Port Kembla:Wyong",63.00,"Intrastate"
2016,"Road","Dapto - Port Kembla","Wyong","Dapto - Port Kembla:Wyong",14.00,"Port"
2016,"Road","Dubbo","Albury","Dubbo:Albury",0.00,"Intrastate"
2016,"Road","Dubbo","Armidale","Dubbo:Armidale",1.00,"Intrastate"
2016,"Road","Dubbo","Bankstown","Dubbo:Bankstown",0.00,"Intrastate"
2016,"Road","Dubbo","Bathurst","Dubbo:Bathurst",0.00,"Intrastate"
2016,"Road","Dubbo","Baulkham Hills","Dubbo:Baulkham Hills",0.00,"Intrastate"
2016,"Road","Dubbo","Blacktown","Dubbo:Blacktown",3.00,"Intrastate"
2016,"Road","Dubbo","Blacktown - North","Dubbo:Blacktown - North",0.00,"Intrastate"
2016,"Road","Dubbo","Blue Mountains","Dubbo:Blue Mountains",0.00,"Intrastate"
2016,"Road","Dubbo","Botany","Dubbo:Botany",0.00,"Intrastate"
2016,"Rail","Dubbo","Botany","Dubbo:Botany",426.00,"Port"
2016,"Road","Dubbo","Botany","Dubbo:Botany",1.00,"Port"
2016,"Road","Dubbo","Bourke - Cobar - Coonamble","Dubbo:Bourke - Cobar - Coonamble",75.00,"Intrastate"
2016,"Road","Dubbo","Bringelly - Green Valley","Dubbo:Bringelly - Green Valley",0.00,"Intrastate"
2016,"Road","Dubbo","Broken Hill and Far West","Dubbo:Broken Hill and Far West",0.00,"Intrastate"
2016,"Road","Dubbo","Camden","Dubbo:Camden",0.00,"Intrastate"
2016,"Road","Dubbo","Campbelltown (NSW)","Dubbo:Campbelltown (NSW)",0.00,"Intrastate"
2016,"Road","Dubbo","Canada Bay","Dubbo:Canada Bay",0.00,"Intrastate"
2016,"Road","Dubbo","Canterbury","Dubbo:Canterbury",0.00,"Intrastate"
2016,"Road","Dubbo","Carlingford","Dubbo:Carlingford",0.00,"Intrastate"
2016,"Road","Dubbo","Chatswood - Lane Cove","Dubbo:Chatswood - Lane Cove",0.00,"Intrastate"
2016,"Road","Dubbo","Clarence Valley","Dubbo:Clarence Valley",0.00,"Intrastate"
2016,"Road","Dubbo","Coffs Harbour","Dubbo:Coffs Harbour",0.00,"Intrastate"
2016,"Road","Dubbo","Cronulla - Miranda - Caringbah","Dubbo:Cronulla - Miranda - Caringbah",0.00,"Intrastate"
2016,"Road","Dubbo","Dapto - Port Kembla","Dubbo:Dapto - Port Kembla",0.00,"Intrastate"
2016,"Road","Dubbo","Dubbo","Dubbo:Dubbo",552.00,"Intrastate"
2016,"Road","Dubbo","Dural - Wisemans Ferry","Dubbo:Dural - Wisemans Ferry",0.00,"Intrastate"
2016,"Road","Dubbo","Eastern Suburbs - North","Dubbo:Eastern Suburbs - North",0.00,"Intrastate"
2016,"Road","Dubbo","Eastern Suburbs - South","Dubbo:Eastern Suburbs - South",0.00,"Intrastate"
2016,"Road","Dubbo","Fairfield","Dubbo:Fairfield",0.00,"Intrastate"
2016,"Road","Dubbo","Gosford","Dubbo:Gosford",0.00,"Intrastate"
2016,"Road","Dubbo","Goulburn - Yass","Dubbo:Goulburn - Yass",9.00,"Intrastate"
2016,"Road","Dubbo","Griffith - Murrumbidgee (West)","Dubbo:Griffith - Murrumbidgee (West)",1.00,"Intrastate"
2016,"Road","Dubbo","Hawkesbury","Dubbo:Hawkesbury",0.00,"Intrastate"
2016,"Road","Dubbo","Hornsby","Dubbo:Hornsby",0.00,"Intrastate"
2016,"Road","Dubbo","Hurstville","Dubbo:Hurstville",0.00,"Intrastate"
2016,"Road","Dubbo","Inverell - Tenterfield","Dubbo:Inverell - Tenterfield",1.00,"Intrastate"
2016,"Road","Dubbo","Kempsey - Nambucca","Dubbo:Kempsey - Nambucca",4.00,"Intrastate"
2016,"Road","Dubbo","Kiama - Shellharbour","Dubbo:Kiama - Shellharbour",0.00,"Intrastate"
2016,"Road","Dubbo","Kogarah - Rockdale","Dubbo:Kogarah - Rockdale",0.00,"Intrastate"
2016,"Road","Dubbo","Ku-ring-gai","Dubbo:Ku-ring-gai",0.00,"Intrastate"
2016,"Rail","Dubbo","Lachlan Valley","Dubbo:Lachlan Valley",5.00,"Intrastate"
2016,"Road","Dubbo","Lachlan Valley","Dubbo:Lachlan Valley",4.00,"Intrastate"
2016,"Road","Dubbo","Lake Macquarie - East","Dubbo:Lake Macquarie - East",0.00,"Intrastate"
2016,"Road","Dubbo","Lake Macquarie - West","Dubbo:Lake Macquarie - West",0.00,"Intrastate"
2016,"Road","Dubbo","Lithgow - Mudgee","Dubbo:Lithgow - Mudgee",6.00,"Intrastate"
2016,"Road","Dubbo","Liverpool","Dubbo:Liverpool",0.00,"Intrastate"
2016,"Road","Dubbo","Lower Murray","Dubbo:Lower Murray",0.00,"Intrastate"
2016,"Road","Dubbo","Maitland","Dubbo:Maitland",2.00,"Intrastate"
2016,"Road","Dubbo","Manly","Dubbo:Manly",0.00,"Intrastate"
2016,"Road","Dubbo","Marrickville - Sydenham - Petersham","Dubbo:Marrickville - Sydenham - Petersham",0.00,"Intrastate"
2016,"Road","Dubbo","Merrylands - Guildford","Dubbo:Merrylands - Guildford",0.00,"Intrastate"
2016,"Road","Dubbo","Moree - Narrabri","Dubbo:Moree - Narrabri",3.00,"Intrastate"
2016,"Road","Dubbo","Mount Druitt","Dubbo:Mount Druitt",6.00,"Intrastate"
2016,"Road","Dubbo","Newcastle","Dubbo:Newcastle",0.00,"Intrastate"
2016,"Rail","Dubbo","Newcastle","Dubbo:Newcastle",130.00,"Port"
2016,"Road","Dubbo","North Sydney - Mosman","Dubbo:North Sydney - Mosman",0.00,"Intrastate"
2016,"Road","Dubbo","Orange","Dubbo:Orange",22.00,"Interstate"
2016,"Road","Dubbo","Orange","Dubbo:Orange",26.00,"Intrastate"
2016,"Road","Dubbo","Parramatta","Dubbo:Parramatta",0.00,"Intrastate"
2016,"Road","Dubbo","Penrith","Dubbo:Penrith",0.00,"Intrastate"
2016,"Road","Dubbo","Pittwater","Dubbo:Pittwater",0.00,"Intrastate"
2016,"Road","Dubbo","Port Macquarie","Dubbo:Port Macquarie",0.00,"Intrastate"
2016,"Road","Dubbo","Port Stephens","Dubbo:Port Stephens",0.00,"Intrastate"
2016,"Road","Dubbo","Queanbeyan","Dubbo:Queanbeyan",0.00,"Intrastate"
2016,"Road","Dubbo","Richmond - Windsor","Dubbo:Richmond - Windsor",0.00,"Intrastate"
2016,"Road","Dubbo","Richmond Valley - Coastal","Dubbo:Richmond Valley - Coastal",0.00,"Intrastate"
2016,"Road","Dubbo","Richmond Valley - Hinterland","Dubbo:Richmond Valley - Hinterland",2.00,"Intrastate"
2016,"Road","Dubbo","Rouse Hill - McGraths Hill","Dubbo:Rouse Hill - McGraths Hill",0.00,"Intrastate"
2016,"Road","Dubbo","Ryde - Hunters Hill","Dubbo:Ryde - Hunters Hill",0.00,"Intrastate"
2016,"Road","Dubbo","Shoalhaven","Dubbo:Shoalhaven",0.00,"Intrastate"
2016,"Road","Dubbo","Snowy Mountains","Dubbo:Snowy Mountains",0.00,"Intrastate"
2016,"Road","Dubbo","South Coast","Dubbo:South Coast",0.00,"Intrastate"
2016,"Road","Dubbo","Southern Highlands","Dubbo:Southern Highlands",1.00,"Intrastate"
2016,"Road","Dubbo","St Marys","Dubbo:St Marys",0.00,"Intrastate"
2016,"Road","Dubbo","Strathfield - Burwood - Ashfield","Dubbo:Strathfield - Burwood - Ashfield",0.00,"Intrastate"
2016,"Road","Dubbo","Sutherland - Menai - Heathcote","Dubbo:Sutherland - Menai - Heathcote",0.00,"Intrastate"
2016,"Road","Dubbo","Sydney Inner City","Dubbo:Sydney Inner City",10.00,"Intrastate"
2016,"Road","Dubbo","Tamworth - Gunnedah","Dubbo:Tamworth - Gunnedah",103.00,"Intrastate"
2016,"Road","Dubbo","Taree - Gloucester","Dubbo:Taree - Gloucester",2.00,"Intrastate"
2016,"Road","Dubbo","Tumut - Tumbarumba","Dubbo:Tumut - Tumbarumba",0.00,"Intrastate"
2016,"Road","Dubbo","Tweed Valley","Dubbo:Tweed Valley",0.00,"Intrastate"
2016,"Road","Dubbo","Upper Hunter","Dubbo:Upper Hunter",20.00,"Intrastate"
2016,"Road","Dubbo","Upper Murray exc. Albury","Dubbo:Upper Murray exc. Albury",0.00,"Intrastate"
2016,"Road","Dubbo","Wagga Wagga","Dubbo:Wagga Wagga",12.00,"Intrastate"
2016,"Road","Dubbo","Warringah","Dubbo:Warringah",0.00,"Intrastate"
2016,"Road","Dubbo","Wollondilly","Dubbo:Wollondilly",0.00,"Intrastate"
2016,"Road","Dubbo","Wollongong","Dubbo:Wollongong",0.00,"Intrastate"
2016,"Road","Dubbo","Wyong","Dubbo:Wyong",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Auburn","Dural - Wisemans Ferry:Auburn",36.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Bankstown","Dural - Wisemans Ferry:Bankstown",23.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Baulkham Hills","Dural - Wisemans Ferry:Baulkham Hills",23.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Blacktown","Dural - Wisemans Ferry:Blacktown",61.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Blacktown - North","Dural - Wisemans Ferry:Blacktown - North",27.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Blue Mountains","Dural - Wisemans Ferry:Blue Mountains",6.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Botany","Dural - Wisemans Ferry:Botany",15.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Botany","Dural - Wisemans Ferry:Botany",41.00,"PortBotany"
2016,"Road","Dural - Wisemans Ferry","Bringelly - Green Valley","Dural - Wisemans Ferry:Bringelly - Green Valley",5.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Camden","Dural - Wisemans Ferry:Camden",14.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Campbelltown (NSW)","Dural - Wisemans Ferry:Campbelltown (NSW)",13.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Canada Bay","Dural - Wisemans Ferry:Canada Bay",5.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Canterbury","Dural - Wisemans Ferry:Canterbury",5.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Carlingford","Dural - Wisemans Ferry:Carlingford",10.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Chatswood - Lane Cove","Dural - Wisemans Ferry:Chatswood - Lane Cove",19.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Cronulla - Miranda - Caringbah","Dural - Wisemans Ferry:Cronulla - Miranda - Caringbah",8.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Dapto - Port Kembla","Dural - Wisemans Ferry:Dapto - Port Kembla",15.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Dural - Wisemans Ferry","Dural - Wisemans Ferry:Dural - Wisemans Ferry",7.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Eastern Suburbs - North","Dural - Wisemans Ferry:Eastern Suburbs - North",4.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Eastern Suburbs - South","Dural - Wisemans Ferry:Eastern Suburbs - South",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Fairfield","Dural - Wisemans Ferry:Fairfield",16.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Gosford","Dural - Wisemans Ferry:Gosford",4.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Hawkesbury","Dural - Wisemans Ferry:Hawkesbury",19.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Hornsby","Dural - Wisemans Ferry:Hornsby",39.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Hurstville","Dural - Wisemans Ferry:Hurstville",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Kiama - Shellharbour","Dural - Wisemans Ferry:Kiama - Shellharbour",1.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Kogarah - Rockdale","Dural - Wisemans Ferry:Kogarah - Rockdale",6.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Ku-ring-gai","Dural - Wisemans Ferry:Ku-ring-gai",9.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Lake Macquarie - East","Dural - Wisemans Ferry:Lake Macquarie - East",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Lake Macquarie - West","Dural - Wisemans Ferry:Lake Macquarie - West",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Leichhardt","Dural - Wisemans Ferry:Leichhardt",1.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Liverpool","Dural - Wisemans Ferry:Liverpool",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Lower Hunter","Dural - Wisemans Ferry:Lower Hunter",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Maitland","Dural - Wisemans Ferry:Maitland",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Manly","Dural - Wisemans Ferry:Manly",1.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Marrickville - Sydenham - Petersham","Dural - Wisemans Ferry:Marrickville - Sydenham - Petersham",8.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Merrylands - Guildford","Dural - Wisemans Ferry:Merrylands - Guildford",23.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Mount Druitt","Dural - Wisemans Ferry:Mount Druitt",21.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Newcastle","Dural - Wisemans Ferry:Newcastle",1.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","North Sydney - Mosman","Dural - Wisemans Ferry:North Sydney - Mosman",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Parramatta","Dural - Wisemans Ferry:Parramatta",19.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Pennant Hills - Epping","Dural - Wisemans Ferry:Pennant Hills - Epping",4.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Penrith","Dural - Wisemans Ferry:Penrith",19.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Pittwater","Dural - Wisemans Ferry:Pittwater",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Port Stephens","Dural - Wisemans Ferry:Port Stephens",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Richmond - Windsor","Dural - Wisemans Ferry:Richmond - Windsor",11.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Rouse Hill - McGraths Hill","Dural - Wisemans Ferry:Rouse Hill - McGraths Hill",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Ryde - Hunters Hill","Dural - Wisemans Ferry:Ryde - Hunters Hill",21.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Shoalhaven","Dural - Wisemans Ferry:Shoalhaven",0.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Southern Highlands","Dural - Wisemans Ferry:Southern Highlands",5.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","St Marys","Dural - Wisemans Ferry:St Marys",4.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Strathfield - Burwood - Ashfield","Dural - Wisemans Ferry:Strathfield - Burwood - Ashfield",16.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Sutherland - Menai - Heathcote","Dural - Wisemans Ferry:Sutherland - Menai - Heathcote",1.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Sydney Inner City","Dural - Wisemans Ferry:Sydney Inner City",46.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Upper Hunter","Dural - Wisemans Ferry:Upper Hunter",6.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Warringah","Dural - Wisemans Ferry:Warringah",28.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Wollondilly","Dural - Wisemans Ferry:Wollondilly",9.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Wollongong","Dural - Wisemans Ferry:Wollongong",3.00,"Intrastate"
2016,"Road","Dural - Wisemans Ferry","Wyong","Dural - Wisemans Ferry:Wyong",3.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Auburn","Eastern Suburbs - North:Auburn",2.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Bankstown","Eastern Suburbs - North:Bankstown",15.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Botany","Eastern Suburbs - North:Botany",76.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Botany","Eastern Suburbs - North:Botany",8.00,"PortBotany"
2016,"Road","Eastern Suburbs - North","Campbelltown (NSW)","Eastern Suburbs - North:Campbelltown (NSW)",1.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Canada Bay","Eastern Suburbs - North:Canada Bay",3.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Chatswood - Lane Cove","Eastern Suburbs - North:Chatswood - Lane Cove",3.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Cronulla - Miranda - Caringbah","Eastern Suburbs - North:Cronulla - Miranda - Caringbah",26.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Dapto - Port Kembla","Eastern Suburbs - North:Dapto - Port Kembla",3.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Eastern Suburbs - North","Eastern Suburbs - North:Eastern Suburbs - North",32.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Eastern Suburbs - South","Eastern Suburbs - North:Eastern Suburbs - South",3.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Leichhardt","Eastern Suburbs - North:Leichhardt",11.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Liverpool","Eastern Suburbs - North:Liverpool",5.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Marrickville - Sydenham - Petersham","Eastern Suburbs - North:Marrickville - Sydenham - Petersham",118.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Merrylands - Guildford","Eastern Suburbs - North:Merrylands - Guildford",10.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Newcastle","Eastern Suburbs - North:Newcastle",1.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Ryde - Hunters Hill","Eastern Suburbs - North:Ryde - Hunters Hill",7.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Strathfield - Burwood - Ashfield","Eastern Suburbs - North:Strathfield - Burwood - Ashfield",4.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Sydney Inner City","Eastern Suburbs - North:Sydney Inner City",17.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Upper Hunter","Eastern Suburbs - North:Upper Hunter",4.00,"Intrastate"
2016,"Road","Eastern Suburbs - North","Warringah","Eastern Suburbs - North:Warringah",1.00,"Intrastate"
2016,"Road","Eastern Suburbs - South","Auburn","Eastern Suburbs - South:Auburn",4.00,"Intrastate"
2016,"Road","Eastern Suburbs - South","Bankstown","Eastern Suburbs - South:Bankstown",16.00,"Intrastate"
2016,"Road","Eastern Suburbs - South","Baulkham Hills","Eastern Suburbs - South:Baulkham Hills",2.00,"Intrastate"
2016,"Road","Eastern Suburbs - South","Blacktown","Eastern Suburbs - South:Blacktown",1.00,"Intrastate"
2016,"Road","Eastern Suburbs - South","Botany","Eastern Suburbs - South:Botany",287.00,"Intrastate"
